Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
1099200,JIMMY JOHNS SANDWICH SHOPS,JIMMY JOHNS SANDWICH SHOPS,1695168,Restaurant,Risk 1 (High),2115 W ROSCOE ST,CHICAGO,IL,60618,09/23/2013,Short Form Complaint,Pass w/ Conditions,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: FACILITY NOT MAINTAINING PROPER TEMPERATURE; OBSERVED THREE DOOR PREP REACH IN COOLER AT 49.7F. INADEQUATE FOOD PROTECTION.  INSTRUCTED TO REPAIR COOLER AND MAINTAIN AT 40F OR BELOW.  TAG HELD FOR INSPECTION PLACED ON COOLER. CRITICAL CITATION ISSUED, 7-38-005(A). | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: POTENTIALLY HAZARDOUS FOODS INSIDE ABOVE COOLER AT IMPROPER TEMPERATURES DURING STORAGE. INADEQUATE FOOD PROTECTION.  ABOUT 5 LBS. TURKEY AT 49.2F, 5 LBS. OF HAM RANGING FROM 47.1-54.1F, 1 LB. ROAST BEEF 55.6F,9 LBS. OF SLICED TOMATOES AT 48.8F AND 5 LBS. TUNA SALAD AT 48.9F.  INSTRUCTED COLD POTENTIALLY HAZARDOUS FOOD MUST BE AT 40F OR BELOW.  FOOD DISCARDED, V=$210.  CRITICAL CITATION ISSUED, 7-38-005(A). | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED. (SLICING READY TO EAT MEAT AND PREPARING SANDWICHES AT TIME OF INSPECTION).  INSTRUCTED A CERTIFIED FOOD MANAGER MUST BE ON DUTY AT ALL TIME, WITH A CITY CERTIFICATE.  A CITY CERTIFICATE POSTED FOR ARTURO MARQUEZ, BUT PERSON NOT ON DUTY AT TIME OF INSPECTION.  MANAGER ON PREMISES STATED, ""TODAY IS ARTURO'S DAY OFF."" SERIOUS CITATION ISSUED, 7-38-012. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments:  CAULKING ALONG THE SPLASH GUARD OF THE 3 COMPARTMENT SINK WORN OUT WITH BLACK MOLDY LIKE SUBSTANCE. INSTRUCTED TO RE CAULK AND MAINTAIN.   | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MISSING ONE DRAIN STOPPER FOR THE 3 COMPARTMENT SINK. MUST PROVIDE. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: MISSING VISIBLE THERMOMETER INSIDE THE WALK IN COOLER. MUST PROVIDE.",41.943069050854184,-87.68152314988973,"(41.943069050854184, -87.68152314988973)"
1099224,DAPPER'S EAST RESTAURANT,DAPPER'S EAST RESTAURANT,12540,Restaurant,Risk 1 (High),2901 W ADDISON ST,CHICAGO,IL,60618,10/09/2013,Short Form Complaint,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: : INSTRUCTED TO LABEL AND DATED ALL FOOD CONTAINERS INSIDE THE REACH IN COOLER AND WALK IN COOLER. ALSO ALL DRY FOOD BULK CONTAINERS NEED LABEL. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST RE CAULK AROUND THE EXPOSED HAND SINK IN THE PREP AREA AND WASHBOWL SINK IN THE EMPLOYEES WASHROOM. CAULKING WORN OUT WITH BLACK MOLDY LIKE SUBSTANCE. INSTRUCTED TO REMOVE CARDBOARD BEING USED AS A SHELVE LINER IN THE DRY FOOD STORAGE SHELVE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOOR THRU-OUT THE PREP AREA,KITCHEN AND DISH WASHING AREA,NOT IN GOOD REPAIR. INSTRUCTED TO REPAIR MAKE THE FLOOR SMOOTH EASILY CLEANABLE. ALL STOCKS MUST BE STORED 6""OFF THE FLOOR.PROVIDE RAISED SHELVING TO STORED STOCKS.   | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALLS THRU-OUT THE PREP AREA NEEDS DETAIL CLEANING. MUST CLEAN AND MAINTAIN.    | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: MISSING END CAPS ON THE LIGHT SHIELD OF THE LIGHTING FIXTURES IN THE DISH WASHING AREA. MUST PROVIDE END CAPS TO HOLD THE PLASTIC LIGHT SHIELD.",41.94655282616904,-87.700535765616,"(41.94655282616904, -87.700535765616)"
1102247,Mary Lyon Elementary School,Mary Lyon Elementary School,24281,School,Risk 1 (High),2941 N McVicker,CHICAGO,IL,60634,05/03/2012,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: HOOD IN DISH AREA UNCLEAN MUST CLEAN AND MAINTAIN | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS ALONG WALL BASE UNDER 2 AND 3 COMPARTMENT SINKS UNCLEAN MUST CLEAN AND MAINTAIN;  FOOD BOXES IN STORAGE AREA MUST BE ELEVATED 6"" FROM THE FLOOR | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: BASE WALLS IN FRONT WALK IN FREEZER NOT PROPERLY SEALED MUST BE SEALED;  WINDOW PANEL IN DISH AREA UNCLEAN MUST CLEAN AND MAINTAIN | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHT BULBS IN STEAM TABLE LINE SERVICE NOT SHATTERED PROOF ,MUST BE REPLACED WITH SHATTERED RESISTANT BULBS | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: 1 FAUCET IN BOY'S TOILET 1ST FLR NEW BLDG AND 2 FAUCETS IN GIRL'S TOILET 1ST FLR OLD BLDG IN POOR REPAIR,MUST BE REPAIRED",41.93417897937111,-87.77713699423902,"(41.93417897937111, -87.77713699423902)"
1102268,BAKERS SQUARE  220185,BAKERS SQUARE,1980308,Restaurant,Risk 1 (High),3649 N HARLEM AVE,CHICAGO,IL,60634,05/16/2012,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: THE FOLLOWING AREAS UNCLEAN  NEEDS DETAIL CLEANING AND MUST MAINTAIN:  UNDER JUICE MACHINE,UNDER CAPPUCCINO MACHINE,UNDER AND BEHIND MICROWAVE OVEN,INTERIOR PREP COOLER BESIDE CAKE COOLER;  CONDENSER PANEL INSIDE WALK IN COOLER UNCLEAN MUST CLEAN AND MAINTAIN;  COOKING HOOD UNCLEAN MUST DETAIL CLEAN AND MAINTAIN;  DISH MACHINE HOOD UNCLEAN MUST DETAIL CLEAN AND MAINTAIN | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOOR IN WALK IN FREEZER UNCLEAN MUST CLEAN AND MAINTAIN;  FOOD BOXES INSIDE WALK IN FREEZER MUST BE ELEVATED 6"" OFF THE FLOOR;  FLOOR ON CORNERS OF THE STORAGE AREA UNCLEAN MUST CLEAN AND MAINTAIN | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CEILING IN DISH MACHINE AREA UNCLEAN MUST CLEAN AND MAINTAIN | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: AIR VENTS  INSIDE WALK IN COOLER AND WALK IN FREEZER UNCLEAN MUST CLEAN AND MAINTAIN;  VENT COVERS ABOVE COOLER UNCLEAN MUST CLEAN AND MAINTAIN",41.94671069564422,-87.80690903704935,"(41.94671069564422, -87.80690903704935)"
1102274,BURGER KING #6358,BURGER KING,1473503,Restaurant,Risk 2 (Medium),6400 W IRVING PARK RD,CHICAGO,IL,60634,05/17/2012,Complaint,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: FRONT COUNTER WITH ICED TEA AND SODA FOUNTAIN UNCLEAN MUST CLEAN AND MAINTAIN;  EXTERIOR COOLER UNCLEAN MUST CLEAN AND MAINTAIN | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FOOD BOXES INSIDE WALK IN FREEZER MUST BE ELEVATED 6"" OFF THE FLOOR;  OPEN FLOOR DRAIN AT THE REAR STORAGE MUST BE COVERED;  FLOOR AT THE REAR WITH BOILER UNCLEAN MUST DETAIL CLEAN AND MAINTAIN | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: BASE WALLS WITH PIPES BEHIND FRYER UNCLEAN,GREASY , MUST DETAIL CLEAN AND MAINTAIN | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: VENT COVERS IN PREP AND DINING  AREA UNCLEAN MUST CLEAN AND MAINTAIN | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: THERMOMETER IN SALAD COOLER MUST BE PROVIDED",41.95302475075328,-87.78668323766634,"(41.95302475075328, -87.78668323766634)"
1102276,REGGIO'S PIZZA EXPRESS,REGGIO'S PIZZA EXPRESS (T1 C18 FOOD COURT),1224624,Restaurant,Risk 1 (High),11601 W TOUHY AVE,CHICAGO,IL,60666,05/21/2012,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: THE FOLLOWING AREAS UNCLEAN,NEEDS DETAIL CLEANING AND MUST BE MAINTAINED:SHELVES BESIDE FREEZER,SHELVES ABOVE 3 COMPARTMENT SINK,COUNTER TOP UNDER STEAM TABLE,BEHIND COFFEE AREA, BOTTOM PART OF COOLER IN THE BASEMENT STORAGE | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: ICE BUILD UP ON THE FLOOR OF WALK IN FREEZER IN BASEMENT MUST BE REMOVED, MUST DETAIL CLEAN AND MAINTAIN;  FLOOR UNDER EQUIPMENT UNCLEAN,MUST CLEAN AND MAINTAIN | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: 2"" CEILING HOLE IN THE BASEMENT STORAGE MUST BE SEALED OR REPLACED | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHT MUST BE PROVIDED IN WALK IN FREEZER BASEMENT;  LIGHT FIXTURES IN PREP AREA UNCLEAN MUST CLEAN AND MAINTAIN | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: THERMOMETER MUST BE PROVIDED IN REAR COOLER AND IN COOLER BASEMENT | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CLEANING EQUIPMENT MUST BE PROPERLY STORED,MUST BE REMOVED FROM THE PREP AREA",42.00875076599798,-87.90687413400109,"(42.00875076599798, -87.90687413400109)"
1102286,Josephine Locke Elementary School,Josephine Locke Elementary School,24231,School,Risk 1 (High),2828 N Oak Park AVE,CHICAGO,IL,60634,05/24/2012,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: INSTRUCTED TO READJUST WEATHER STRIP AT THE EXIT DOORS # 5 & 10 TO PREVENT INSECTS FROM ENTERING | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FOOD BOXES INSIDE WALK IN COOLER MUST BE ELEVATED 6 "" FROM THE FLOOR | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: VENT COVERS IN BOY'S WASHROOM 2ND FLOOR-NEW BLDG UNCLEAN MUST CLEAN AND MAINTAIN",41.931763005765575,-87.79564085495707,"(41.931763005765575, -87.79564085495707)"
1106207,PAPA ROMEO'S PIZZA,PAPA ROMEO'S PIZZA,1947745,Restaurant,Risk 2 (Medium),6730 N CLARK ST,CHICAGO,IL,60626,03/26/2012,Canvass,Pass w/ Conditions,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: FOUND DISPLAY PREP COOLER AT IMPROPER TEMPERATURE, AIR TEMP OF 50.5F TO 52.6F. TAGGED UNIT""HELD FOR INSPECTION"" DO NOT USE UNIT. POTENTIALLY HAZARDOUS FOOD WERE STORED IN IT(CHICKEN,SAUSAGE, GROUND BEEF ETC.). INSTRUCTED TO CONTACT A TECHNICIAN AND WHEN COOLER IS REPAIRED AND MAINTAINES TEMP OF 40F AND BELOW FAX A LETTER TO PUBLIC HEALTH(FAX #312-746-4240). NEED TO REPAIR DOOR  (BROKEN NOT ABLE TO CLOSE COMPLETLY)OF THE UNIT.CRITICAL VIOLATION:7-38-005(A) H000077649-17 | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: FOUND POTENTIALLY HAZARDOUS FOOD AT IMPROPER TEMPERATURE STORED INSIDE THE ABOVE COOLER:SAUSAGE IN BAGS AT TEMP OF 53.1F TO 55.0F;  SLICED PEPPERONI AT TEMP OF 50.3F TO 58.2F; 10 2oz.EACH OF  BLUE CHEESE CONTAINER AT TEMP OF 56.4F(LABEL STATED ""MUST BE REFRIGERATOR"");RAW GROUND BEEF AT TEMP OF 47.6F TO 49F; GARLIC IN WATER AT TEMP OF 55.8F; MARINATE RAW CHICKEN AND CHICKEN WINGS AT TEMP OF 48.3F TO 53.6F; FOOD WAS DISCARDED AND DENATURED:POUNDS 20, VALUE 75. CRITICAL VIOLATION:7-38-005(A) HOOOO77649-17. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: DETAIL CLEAN INSIDE THE COOLERS,REMOVE FOOD DEBRIS;CLEAN INTERIOR OF 1 COMPARTMENT SINK,EXCESS DEBRIS,CLEAN ALL SHELVES INCLUDED THE REAR AREA AND FRONT COUNTER. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN FLOOR THROUGOHUT SPECIALLY CORNERS,ALONG THE WALLS,BEHIND THE COOKING EQUIPMENT AND UNDER THE SHELVES(FOOD AND GRIMES DEBRIS). NEED TO CLEAN FLOOR DRAIN BY THE MOP SINK.(SLIME BUILD-UP). | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REPLACE ALL MISSING CEILING TILES THROUGHOUT. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR LEAKING PIPE UNDER THE 3 COMPARTMENT SINK(MIDDLE COMPARTMENT SINK. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE ALL USED AND STAINED PIZZA CARDBOARDS(USED FOR PIZZA DELIVERY)FROM UNDER THE SHELF. DELIVERY PIZZA BOXES MUST BE PROPPERLY STORED IN A MANNER THAT IS PROTECTED FROM ANY SOURCE OF CONTAMINATION.",42.00441034631229,-87.67293928722161,"(42.00441034631229, -87.67293928722161)"
1106238,"HABIBI RESTAURANT & CUISINE, INC.",HABIBI RESTAURANT & CUISINE,1841238,Restaurant,Risk 1 (High),1225-27 W DEVON AVE,CHICAGO,IL,60660,05/10/2012,Complaint,Pass w/ Conditions,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: FOUND DISPLAY PREP COOLER AT IMPROPER TEMPERATURE: AIR TEMP OF 49F TO 50.9F. POTENTIALLY HAZARDOUS FOOD WERE STORED INSIDE THE UNIT: HUMMUS HOME MADE DRESSING, DICED AND SLICED TOMATOES. COOLERS MUST MAINTAIN TEMP OF 40F AND BELOW. TAGGED UNIT ""HELD FOR INSPECTION"" DO NOT USE UNIT. CRITICAL VIOLATION: 7-38-005(A) | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: FOUND POTENTIALLY HAZARDOUS AT IMPROPER TEMPERATURE STORED INSIDE THE ABOVE UNIT: HUMMUS AT TEMP OF 49.6F TO 50.9F; HOME MADE DRESSING AT TEMP OF 49.7F; DICED AND SLICED TOMATOES AT TEMP OF 50.7F. FOOD WAS DISCARDED AND DENATURED. COLD FOOD MUST MAINTAIN TEMP OF 40F AND BELOW. POUND 6, VALUE 30  CRITICAL VIOLATIION:7-38-005(A) | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: RAW WOOD SHELF IN PREP AREA NOT HAVING A SMOOTH SURFACE.INSTRUCTED TO PAINT. SURFACE MUST BE SMOOTH,CLEANABLE AND NON-ABSORBENT MATERIAL. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: REPAIR BROKEN FLOOR TILES, AND REPLACE MISSING FLOOR TILES IN PREP AREA.",41.99806606036113,-87.66167833946886,"(41.99806606036113, -87.66167833946886)"
1106245,NOOKIES CAFE & RESTAURANT,NOOKIES CAFE & RESTAURANT,2108329,Restaurant,Risk 1 (High),1100 W BRYN MAWR AVE,CHICAGO,IL,60660,05/22/2012,Canvass,Fail,"19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OUTSIDE GARBAGE AREA NOT MAINTAINED. OBSERVED GARBAGE DIRTY:  FOOD GLOVES,FOOD, PAPERS AND OTHER DEBRIS ON GROUND BEHIND AND UNDER THE GARBAGE CONTAINERS. INSTRUCTED TO CLEAN, ELEVATE WOOD PALLETS( IF NEEDED) 6"" OFF THE CEMENT FLOOR OR REMOVE THEM.  ALSO ONE GARBAGE CONTAINER NOT ABLE TO CLOSE LID DUE TO OVERFLOWING GARBAGE. MUST MAINTAIN AREA CLEAN AT ALL TIMES TO MINIMIZE RODENT/INSECTS ACTIVITIES. KEEP GARBAGE LID COMPLETELY CLOSED AT ALL TIMES.  SERIOUS VIOLATION: 7-38-020 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: PROPERLY STORED ALL CLEAN DISHES IN PREP/SERVING AREA:COVER OR INVERT THEM. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR OF OVEN, BURNED FOOD INSIDE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN FLOOR THROUGHOUT THE PREMISES SPECIALLY UNDER THE DEEP FRYER, COOKING EQUIPMENT,CORNERS AND ALONG THE WALLS: FOOD DEBRIS,AND OTHER ITEMS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REPLACE MISSING WALL TILES BEHIND THE FLAT GRILL, IN PREP AREA. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments:  WORKING/VISIBLE THERMOMETERS IS NEEDED IN ALL COOLERS AND FREEZERS.",41.98376648449397,-87.65811162403335,"(41.98376648449397, -87.65811162403335)"
1106246,THAT LITTLE MEXICAN CAFE II,THAT LITTLE MEXICAN CAFE,1646580,Restaurant,Risk 1 (High),1055 W BRYN MAWR AVE,CHICAGO,IL,60660,05/22/2012,Canvass,Pass w/ Conditions,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: FOUND SMALL DISPLAY PREP COOLER WITH IMPROPER AIR TEMP. PRESENTLY AIR TEMP OF 51.1F TO 52F. THEIR OWN THERMOMETER  SHOWED TEMP OF 51F. COOLER MUST MAINTAIN TEMP OF 40F AND BELOW. TAGGED UNIT "" HELD FOR INSPECTION"" DO NOT USE.  CRITICAL VIOLATION: 7-38-005(A) | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: FOUND POTENTIALLY HAZARDOUS FOOD AT IMPROPER TEMPERATURE: COOKED BLACK BEANS STORED INSIDE THE WALK-IN COOLER AT TEMP OF 45.8F TO 46F,FOOD WAS COOKED ON 5-21-12,PER MANAGER STATEMENT; WALK-IN COOLER AIR TEMP OF 39.7F. ALSO FOUND DICED TOMATOES AT TEMP OF 51.2F; SOUR CREAM AT TEMP OF 52.5F; HALF  GALLON OF MILK AT TEMP OF 55.2F; A OPENED CAN OF  WHIPPED CREAM AT TEMP OF 67.2. THESE PRODUCTS WERE STORED INSIDE THE SMALL DISPLAY PREP COOLER, AT FRONT PREP AREA.UNIT MAINTAINED AIR TEMP OF 51.1F TO 52F. ALL FOOD WAS DISCARDED AND DENATURED. NO TEMPERATURE HOLDING OR COOLING METHOD BEING APPLIED, ALSO NO TIME AND TEMPERATURE LOGS AVAILABLE AT THIS TIME. POUNDS 30, VALUE $65.  CRITICAL VIOLATION:7-38-005(A) | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR OF DEEP FRYERS, AND BOTTOM OF STOVE,GREASE BUILD-UP. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN FLOOR DRAINS THROUGHOUT THE PREMISES, MINERAL AND BLACK SUBSTANCE BUILD-UP. NEED TO CLEAN FLOOR UNDER COOKING EQUIPMENTS.  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CLEAN WALL UNDER THE  UNUSED ICE BIN AT BAR AREA,BOTTOM PART.FOOD STAINS ON WALL.",41.9835594257736,-87.65738202407279,"(41.9835594257736, -87.65738202407279)"
1106252,THE COFFEE STUDIO,THE COFFEE STUDIO,1799696,Restaurant,Risk 2 (Medium),5628 N CLARK ST,CHICAGO,IL,60660,06/18/2012,Canvass,Fail,"24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: THREE COMPARTMENT SINK NOT MAINTAINED. WASTE WATER IS BACKING UP AT MIDDLE AND LEFT COMPARTMENT SINKS WHEN WATER IS MECHANICALLY RELEASED AND WHEN WATER IS TURNED ON FROM FAUCET;ALSO IS EXTREMELY SLOWLY DRAINING .HIGH TEMP DISH MACHINE NOT OPERABLE HAS A SIGN POSTED NOT IN USE,MANAGER ALREADY SET AN APPOINTMENT WITH TECHNICIAN. INSTRUCTED TO CONTACT A PLUMBER FOR THE TREE COMPARTMENT SINKS.  SERIOUS VIOLATION:7-38-030 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SPLASH GUARD IS NEEDED BETWEEN THE EXPOSED HAND SINK AND  OPENED ICE CREAM CHEST FREEZER. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: SWEEP FLOOR IN BASEMENT STORAGE AREA. ELEVATE ITEMS 6"" OFF THE FLOOR  IN REAR STORAGE(WOOD AND CONSTRUCTION MATERIAL).  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR LEAKING WATER PIPE UNDER THE THREE COMPARTMENT SINK,LEFT SIDE.",41.984384824892075,-87.66909931387195,"(41.984384824892075, -87.66909931387195)"
